"Time","WhiteMt Barcroft Air Temp Avg degC","WhiteMt Barcroft Barometric Pressure Avg mb","WhiteMt Barcroft Rainfall Cumulative mm","WhiteMt Barcroft Rainfall mm","WhiteMt Barcroft Relative Humidity Avg %","WhiteMt Barcroft Snow Depth mm","WhiteMt Barcroft Total Solar Radiation Avg W/m^2","WhiteMt Barcroft Total Solar Radiation Std W/m^2","WhiteMt Barcroft Wind Speed Avg m/s"
"2021-06-28 23:10:00",7.902,650.7383,54.61,0,66.33,,0,0,3.571
"2021-06-28 23:20:00",8.08,650.6188,54.61,0,64.11,,0,0,3.729
"2021-06-28 23:30:00",8.18,650.5209,54.61,0,62.22,,0,0,3.821
"2021-06-28 23:40:00",8.29,650.451,54.61,0,62.1,,0,0,3.903
"2021-06-28 23:50:00",8.15,650.3522,54.61,0,62.87,,0,0,4.11
"2021-06-29 00:00:00",8.19,650.2866,54.61,0,61.44,,0,0,3.938
"2021-06-29 00:10:00",8.08,650.2662,54.61,0,62.15,,0,0,3.604
"2021-06-29 00:20:00",8.15,650.2717,54.61,0,60.54,,0,0,3.276
"2021-06-29 00:30:00",8.16,650.2571,54.61,0,62.53,,0,0,2.952
"2021-06-29 00:40:00",8.71,650.1747,54.61,0,52.06,,0,0,1.189
"2021-06-29 00:50:00",9.24,650.0787,54.61,0,51.46,,0,0,0.989
"2021-06-29 01:00:00",8.99,650.0435,54.61,0,50.53,,0,0,0.578
"2021-06-29 01:10:00",9.08,650.0404,54.61,0,49.55,,0,0,0.062
"2021-06-29 01:20:00",8.92,650.0914,54.61,0,51.56,,0,0,0.428
"2021-06-29 01:30:00",8.45,650.0839,54.61,0,53.07,,0,0,0.265
"2021-06-29 01:40:00",8.42,650.0985,54.61,0,53.19,,0,0,1.012
"2021-06-29 01:50:00",8.17,650.0543,54.61,0,53.48,,0,0,0.496
"2021-06-29 02:00:00",8.2,650.0642,54.61,0,53.43,,0,0,1.312
"2021-06-29 02:10:00",8.12,650.0867,54.61,0,54.68,,0,0,1.406
"2021-06-29 02:20:00",7.939,650.1111,54.61,0,55.9,,0,0,1.298
"2021-06-29 02:30:00",7.932,650.117,54.61,0,56.93,,0,0,1.347
"2021-06-29 02:40:00",7.937,650.0985,54.61,0,57.29,,0,0,1.761
"2021-06-29 02:50:00",8.12,650.0662,54.61,0,55.73,,0,0,1.555
"2021-06-29 03:00:00",8.11,650.0641,54.61,0,55.75,,0,0,1.281
"2021-06-29 03:10:00",7.918,650.0787,54.61,0,56.86,,0,0,1.379
"2021-06-29 03:20:00",8.23,650.0725,54.61,0,54.67,,0,0,0.937
"2021-06-29 03:30:00",8.44,650.0337,54.61,0,53.51,,0,0,0.974
"2021-06-29 03:40:00",8.21,650.0226,54.61,0,56.12,,0,0,0.948
"2021-06-29 03:50:00",8.18,650.0129,54.61,0,56.98,,0,0,0.886
"2021-06-29 04:00:00",7.641,649.9926,54.61,0,61.71,,0,0,1.241
"2021-06-29 04:10:00",7.367,650.0267,54.61,0,59.6,,0,0,0.996
"2021-06-29 04:20:00",7.449,650.0338,54.61,0,59.11,,0,0,1.45
"2021-06-29 04:30:00",7.153,650.0192,54.61,0,61.96,,2,1,2.01
"2021-06-29 04:40:00",6.854,650.026,54.61,0,61.83,,5,1,2.756
"2021-06-29 04:50:00",6.814,650.0354,54.61,0,62.91,,13,4,2.815
"2021-06-29 05:00:00",7.339,650.0271,54.61,0,60.52,,31,6,2.401
"2021-06-29 05:10:00",7.954,650.0305,54.61,0,59.68,,42,9,2.301
"2021-06-29 05:20:00",8.05,650.0584,54.61,0,59.13,,74,31,2.387
"2021-06-29 05:30:00",8.79,650.0416,54.61,0,56.5,,121,7,2.577
"2021-06-29 05:40:00",9.27,650.0276,54.61,0,53.45,,149,9,2.811
"2021-06-29 05:50:00",9.78,650.0163,54.61,0,51.8,,178,9,1.982
"2021-06-29 06:00:00",10.28,650.038,54.61,0,47.91,,209,9,1.993
"2021-06-29 06:10:00",10.34,650.083,54.61,0,48.5,,242,10,1.911
"2021-06-29 06:20:00",10.53,650.1356,54.61,0,48.05,,281,13,1.665
"2021-06-29 06:30:00",10.75,650.1719,54.61,0,47.18,,345,26,2.011
"2021-06-29 06:40:00",10.96,650.202,54.61,0,46.04,,448,33,1.869
"2021-06-29 06:50:00",11.82,650.2048,54.61,0,43,,501,27,0.882
"2021-06-29 07:00:00",12.56,650.2285,54.61,0,42.81,,475,6,1.845
"2021-06-29 07:10:00",12.73,650.2983,54.61,0,41.54,,486,3,1.433
"2021-06-29 07:20:00",13.16,650.306,54.61,0,40.6,,494,7,1.743
"2021-06-29 07:30:00",12.02,650.2911,54.61,0,44.48,,532,13,2.084
"2021-06-29 07:40:00",12.06,650.3109,54.61,0,43.48,,566,14,1.593
"2021-06-29 07:50:00",12.11,650.3108,54.61,0,43.44,,600,6,1.694
"2021-06-29 08:00:00",12.02,650.2812,54.61,0,43.52,,644,54,1.865
"2021-06-29 08:10:00",12.3,650.2556,54.61,0,42.93,,603,211,2.646
"2021-06-29 08:20:00",11.69,650.2576,54.61,0,44.26,,239,29,2.313
"2021-06-29 08:30:00",11.13,650.2406,54.61,0,45.52,,246,15,2.344
"2021-06-29 08:40:00",11.04,650.269,54.61,0,46.94,,201,26,1.274
"2021-06-29 08:50:00",10.94,650.2535,54.61,0,47.75,,170,6,1.974
"2021-06-29 09:00:00",10.76,650.2302,54.61,0,48.9,,152,8,2.844
"2021-06-29 09:10:00",10.56,650.2361,54.61,0,48.88,,195,27,2.224
"2021-06-29 09:20:00",10.77,650.2279,54.61,0,48.19,,399,178,1.434
"2021-06-29 09:30:00",12.06,650.2452,54.61,0,47.15,,731,336,1.521
"2021-06-29 09:40:00",12.05,650.2604,54.61,0,47.6,,476,319,1.795
"2021-06-29 09:50:00",12.44,650.3154,54.61,0,46.44,,319,167,1.225
"2021-06-29 10:00:00",11.43,650.3165,54.61,0,47.09,,265,9,1.874
"2021-06-29 10:10:00",11.21,650.342,54.61,0,45.54,,201,59,0.968
"2021-06-29 10:20:00",11.15,650.4058,54.61,0,44.56,,191,71,1.611
"2021-06-29 10:30:00",10.62,650.3983,54.61,0,41.17,,256,19,1.629
"2021-06-29 10:40:00",10.95,650.2629,54.61,0,39.27,,297,14,1.953
"2021-06-29 10:50:00",11.22,650.2664,54.61,0,40.21,,681,434,2.839
"2021-06-29 11:00:00",11.36,650.3,54.61,0,39.2,,360,276,2.874
"2021-06-29 11:10:00",10.84,650.3461,54.61,0,39.55,,146,14,2.287
"2021-06-29 11:20:00",10.49,650.3899,54.61,0,39.91,,153,11,2.462
"2021-06-29 11:30:00",10.87,650.426,54.61,0,39.85,,246,55,1.264
"2021-06-29 11:40:00",11.12,650.4802,54.61,0,40.56,,165,40,1.367
"2021-06-29 11:50:00",10.78,650.4669,54.61,0,42.49,,115,3,2.25
"2021-06-29 12:00:00",10.18,650.4249,54.61,0,41.54,,110,9,2.942
"2021-06-29 12:10:00",9.99,650.4631,54.61,0,42.46,,248,64,3.863
"2021-06-29 12:20:00",10.07,650.3123,54.61,0,40.15,,322,14,2.651
"2021-06-29 12:30:00",10.59,650.1741,54.61,0,38.49,,270,13,3.938
"2021-06-29 12:40:00",10.47,650.1758,54.61,0,39.06,,232,11,3.657
"2021-06-29 12:50:00",10.25,650.0583,54.61,0,40.08,,182,16,4.085
"2021-06-29 13:00:00",10.29,650.1066,54.61,0,40.72,,158,6,3.722
"2021-06-29 13:10:00",9.97,650.0562,54.61,0,43.37,,202,18,4.387
"2021-06-29 13:20:00",9.84,650.0198,54.61,0,44.35,,242,3,3.876
"2021-06-29 13:30:00",9.86,649.8966,54.61,0,44.73,,222,10,4.333
"2021-06-29 13:40:00",9.87,649.7949,54.61,0,45.48,,191,5,4.786
"2021-06-29 13:50:00",9.52,649.7648,54.61,0,48.85,,205,13,4.948
"2021-06-29 14:00:00",9.32,649.6959,54.61,0,51.11,,242,4,5.809
"2021-06-29 14:10:00",9.1,649.7158,54.61,0,52.61,,210,10,5.775
"2021-06-29 14:20:00",8.93,649.7007,54.61,0,53.65,,228,17,5.111
"2021-06-29 14:30:00",8.81,649.6136,54.61,0,53.67,,292,16,4.52
"2021-06-29 14:40:00",9.11,649.4858,54.61,0,51.69,,285,3,4.201
"2021-06-29 14:50:00",9.33,649.4224,54.61,0,48.88,,263,17,4.7
"2021-06-29 15:00:00",9.2,649.5305,54.61,0,48.08,,187,25,5.226
"2021-06-29 15:10:00",9.3,649.6239,54.61,0,48.48,,121,21,4.282
"2021-06-29 15:20:00",9.48,649.7928,54.61,0,46.79,,55,14,3.97
"2021-06-29 15:30:00",8.67,649.886,54.61,0,55.42,,36,2,4.239
"2021-06-29 15:40:00",7.734,650.1378,54.61,0,66.84,,31,1,3.308
"2021-06-29 15:50:00",6.321,650.0457,55.118,0.508,86.8,,42,7,3.113
"2021-06-29 16:00:00",5.588,649.9983,55.118,0,91.3,,51,5,2.548
"2021-06-29 16:10:00",5.678,649.9434,55.118,0,91.4,,39,1,2.332
"2021-06-29 16:20:00",5.676,649.8351,55.372,0.254,92.5,,37,3,2.627
"2021-06-29 16:30:00",5.696,649.8057,55.372,0,89.5,,43,1,2.038
"2021-06-29 16:40:00",6.042,649.7133,55.372,0,82.2,,42,1,2.19
"2021-06-29 16:50:00",6.513,649.6514,55.372,0,73.28,,42,3,3.921
"2021-06-29 17:00:00",6.748,649.6317,55.372,0,70.37,,31,2,4.217
"2021-06-29 17:10:00",7.514,649.6015,55.372,0,60.72,,43,5,2.912
"2021-06-29 17:20:00",7.68,649.6672,55.372,0,59.8,,55,4,2.058
"2021-06-29 17:30:00",7.403,649.6948,55.372,0,65.67,,61,12,2.389
"2021-06-29 17:40:00",7.027,649.7275,55.372,0,68.7,,89,3,2.271
"2021-06-29 17:50:00",6.558,649.7639,55.372,0,74.08,,86,3,3.112
"2021-06-29 18:00:00",6.548,649.842,55.372,0,73.08,,81,6,2.681
"2021-06-29 18:10:00",6.235,649.9084,55.372,0,77.45,,63,3,3.657
"2021-06-29 18:20:00",6.217,649.9604,55.372,0,76.24,,48,8,3.812
"2021-06-29 18:30:00",6.09,649.9321,55.372,0,75.37,,23,5,5.02
"2021-06-29 18:40:00",5.966,649.9652,55.372,0,76.97,,10,2,4.588
"2021-06-29 18:50:00",5.818,649.938,55.372,0,79.81,,7,0,4.751
"2021-06-29 19:00:00",5.619,649.9342,55.372,0,82.4,,4,1,3.881
"2021-06-29 19:10:00",5.514,649.9713,55.372,0,83.7,,3,0,3.386
"2021-06-29 19:20:00",5.51,649.9422,55.626,0.254,81.8,,2,0,2.154
"2021-06-29 19:30:00",5.532,649.8727,55.626,0,78.81,,1,0,2.553
"2021-06-29 19:40:00",5.503,649.8365,55.626,0,79.86,,0,0,3.197
"2021-06-29 19:50:00",5.409,649.8067,55.626,0,81.1,,0,0,3.855
"2021-06-29 20:00:00",5.403,649.8618,55.626,0,79.41,,0,0,4.933
"2021-06-29 20:10:00",5.422,649.8061,55.626,0,79.48,,0,0,4.912
"2021-06-29 20:20:00",5.453,649.9026,55.626,0,77.94,,0,0,4.203
"2021-06-29 20:30:00",5.579,650.0515,55.626,0,76.2,,0,0,2.804
"2021-06-29 20:40:00",6.071,650.1644,55.626,0,71.04,,0,0,2.616
"2021-06-29 20:50:00",6.288,650.0594,55.626,0,70.12,,0,0,3.301
"2021-06-29 21:00:00",6.439,649.9979,55.626,0,67.73,,0,0,2.813
"2021-06-29 21:10:00",6.719,650.015,55.626,0,65.11,,0,0,2.437
"2021-06-29 21:20:00",6.763,649.9577,55.626,0,65.85,,0,0,2.61
"2021-06-29 21:30:00",6.716,649.8083,55.626,0,64.93,,0,0,2.168
"2021-06-29 21:40:00",7.08,649.8083,55.626,0,59,,0,0,1.81
"2021-06-29 21:50:00",7.395,649.7452,55.626,0,56.51,,0,0,2.198
"2021-06-29 22:00:00",7.405,649.794,55.626,0,57.02,,0,0,2.219
"2021-06-29 22:10:00",7.136,649.8832,55.626,0,59.39,,0,0,1.604
"2021-06-29 22:20:00",6.891,649.9512,55.626,0,60.9,,0,0,1.47
"2021-06-29 22:30:00",6.692,649.9705,55.626,0,62.24,,0,0,1.419
"2021-06-29 22:40:00",6.575,649.99,55.626,0,63.32,,0,0,1.271
"2021-06-29 22:50:00",6.535,649.9158,55.626,0,63.5,,0,0,1.506
"2021-06-29 23:00:00",6.484,649.8697,55.626,0,63.73,,0,0,1.442
"2021-06-29 23:10:00",6.445,649.8356,55.626,0,63.87,,0,0,1.606
"2021-06-29 23:20:00",6.348,649.8066,55.626,0,64.65,,0,0,0.453
"2021-06-29 23:30:00",6.255,649.8147,55.626,0,65.27,,0,0,0.127
"2021-06-29 23:40:00",6.105,649.8402,55.626,0,66.12,,0,0,0
"2021-06-29 23:50:00",5.888,649.8242,55.626,0,70.21,,0,0,0
"2021-06-30 00:00:00",5.731,649.81,55.626,0,69.7,,0,0,1.454
"2021-06-30 00:10:00",5.993,649.8067,55.626,0,67.73,,0,0,1.564
"2021-06-30 00:20:00",5.876,649.7488,55.626,0,68.96,,0,0,2.227
"2021-06-30 00:30:00",5.74,649.7167,55.626,0,70.08,,0,0,1.675
"2021-06-30 00:40:00",5.524,649.6992,55.626,0,72.17,,0,0,1.544
"2021-06-30 00:50:00",5.428,649.608,55.626,0,70.43,,0,0,1.703
"2021-06-30 01:00:00",5.653,649.6033,55.626,0,67.39,,0,0,1.673
"2021-06-30 01:10:00",5.598,649.5396,55.626,0,68.27,,0,0,1.791
"2021-06-30 01:20:00",5.437,649.4617,55.626,0,67.38,,0,0,2.01
"2021-06-30 01:30:00",5.478,649.4063,55.626,0,68.27,,0,0,2.632
"2021-06-30 01:40:00",5.14,649.3437,55.626,0,70.55,,0,0,2.921
"2021-06-30 01:50:00",5.022,649.3089,55.626,0,70.99,,0,0,3.075
"2021-06-30 02:00:00",4.867,649.2302,55.626,0,71.35,,0,0,2.925
"2021-06-30 02:10:00",5.091,649.1514,55.626,0,69.53,,0,0,3.182
"2021-06-30 02:20:00",5.511,649.1329,55.626,0,66.27,,0,0,3.434
"2021-06-30 02:30:00",5.603,649.1055,55.626,0,65.56,,0,0,3.286
"2021-06-30 02:40:00",5.431,649.0761,55.626,0,65.66,,0,0,3.243
"2021-06-30 02:50:00",5.231,649.0755,55.626,0,67.22,,0,0,3.128
"2021-06-30 03:00:00",5.081,649.0894,55.626,0,66.5,,0,0,3.106
"2021-06-30 03:10:00",5.448,649.1238,55.626,0,64.26,,0,0,2.958
"2021-06-30 03:20:00",5.161,649.1312,55.626,0,66.07,,0,0,2.846
"2021-06-30 03:30:00",5.062,649.1425,55.626,0,66.13,,0,0,3
"2021-06-30 03:40:00",4.778,649.1883,55.626,0,68,,0,0,2.954
"2021-06-30 03:50:00",4.696,649.2003,55.626,0,68.04,,0,0,2.569
"2021-06-30 04:00:00",4.812,649.211,55.626,0,67.42,,0,0,2.225
"2021-06-30 04:10:00",5.009,649.2389,55.626,0,67.11,,0,0,1.83
"2021-06-30 04:20:00",5.057,649.2292,55.626,0,67.2,,0,0,2.122
"2021-06-30 04:30:00",5.167,649.2684,55.626,0,67.24,,1,1,2.33
"2021-06-30 04:40:00",5.265,649.2784,55.626,0,66.43,,5,3,2.718
"2021-06-30 04:50:00",5.544,649.3157,55.626,0,64.91,,21,5,2.635
"2021-06-30 05:00:00",5.631,649.3619,55.626,0,65.25,,29,3,2.651
"2021-06-30 05:10:00",5.659,649.392,55.626,0,64.54,,29,3,2.738
"2021-06-30 05:20:00",5.66,649.407,55.626,0,64.02,,39,4,2.559
"2021-06-30 05:30:00",6.067,649.4006,55.626,0,61.48,,44,2,2.377
"2021-06-30 05:40:00",6.494,649.4006,55.626,0,58.17,,56,10,2.443
"2021-06-30 05:50:00",6.912,649.4391,55.626,0,55.35,,104,9,2.794
"2021-06-30 06:00:00",7.241,649.4672,55.626,0,54.56,,137,10,2.428
"2021-06-30 06:10:00",7.757,649.5342,55.626,0,53.37,,202,63,2.813
"2021-06-30 06:20:00",7.747,649.6179,55.626,0,53.22,,132,14,2.655
"2021-06-30 06:30:00",7.718,649.6674,55.626,0,53.64,,179,53,2.559
"2021-06-30 06:40:00",8.35,649.697,55.626,0,51.87,,363,40,3.02
"2021-06-30 06:50:00",8.91,649.7119,55.626,0,50.27,,416,37,3.208
"2021-06-30 07:00:00",8.99,649.7575,55.626,0,51.13,,381,93,2.644
"2021-06-30 07:10:00",8.92,649.8464,55.626,0,50.52,,275,86,2.701
"2021-06-30 07:20:00",8.75,649.8879,55.626,0,51.57,,341,108,2.722
"2021-06-30 07:30:00",8.4,649.963,55.626,0,53.38,,187,30,2.937
"2021-06-30 07:40:00",8.13,650.0277,55.626,0,54.14,,254,92,2.453
"2021-06-30 07:50:00",8.62,650.0379,55.626,0,52.89,,486,158,2.801
"2021-06-30 08:00:00",8.91,650.075,55.626,0,51.1,,376,171,2.051
"2021-06-30 08:10:00",9.24,650.0912,55.626,0,49.18,,710,38,2.051
"2021-06-30 08:20:00",10,650.0767,55.626,0,48.17,,780,52,1.286
"2021-06-30 08:30:00",10.07,650.0635,55.626,0,48.18,,708,141,1.869
"2021-06-30 08:40:00",9.85,650.0817,55.626,0,50.08,,465,45,1.984
"2021-06-30 08:50:00",10.12,650.126,55.626,0,50.4,,676,94,2.751
"2021-06-30 09:00:00",11.32,650.119,55.626,0,48.73,,836,128,3.633
"2021-06-30 09:10:00",11.59,650.1335,55.626,0,48.31,,955,112,3.744
"2021-06-30 09:20:00",11.21,650.1406,55.626,0,48.17,,999,123,3.2
"2021-06-30 09:30:00",11.91,650.1732,55.626,0,47.37,,952,215,3.358
"2021-06-30 09:40:00",10.98,650.228,55.626,0,50.22,,584,378,3.474
"2021-06-30 09:50:00",9.94,650.2588,55.626,0,56.36,,217,18,4.431
"2021-06-30 10:00:00",9.38,650.2928,55.626,0,57.86,,194,20,3.846
"2021-06-30 10:10:00",9.28,650.3253,55.626,0,60.99,,233,12,3.064
"2021-06-30 10:20:00",8.98,650.4165,55.626,0,62.06,,156,25,2.589
"2021-06-30 10:30:00",8.35,650.4954,55.626,0,68.42,,109,3,3.31
"2021-06-30 10:40:00",7.827,650.5582,55.88,0.254,71.68,,107,2,2.364
"2021-06-30 10:50:00",7.593,650.6201,56.134,0.254,75.97,,123,12,2.383
"2021-06-30 11:00:00",7.668,650.5942,56.134,0,75.42,,218,37,1.84
"2021-06-30 11:10:00",8.18,650.6036,56.134,0,74.89,,398,60,2.822
"2021-06-30 11:20:00",8.79,650.6742,56.134,0,71.08,,457,18,2.027
"2021-06-30 11:30:00",9.24,650.6766,56.134,0,67.09,,520,55,1.635
"2021-06-30 11:40:00",9.4,650.7309,56.134,0,65.33,,506,84,1.678
"2021-06-30 11:50:00",9.09,650.6416,56.134,0,66.97,,570,108,1.969
"2021-06-30 12:00:00",9.64,650.5858,56.134,0,66.29,,802,48,3.237
"2021-06-30 12:10:00",9.93,650.6398,56.134,0,53.05,,968,283,1.911
"2021-06-30 12:20:00",10.7,650.6009,56.134,0,44.02,,1123,51,2.495
"2021-06-30 12:30:00",11.31,650.5447,56.134,0,36.83,,1142,26,1.911
"2021-06-30 12:40:00",12.46,650.5288,56.134,0,38.79,,1103,237,1.552
"2021-06-30 12:50:00",12.21,650.5194,56.134,0,45.21,,337,174,0.679
"2021-06-30 13:00:00",11.26,650.4929,56.134,0,51.86,,165,27,1.584
"2021-06-30 13:10:00",10.63,650.4937,56.134,0,54.43,,108,9,2.034
"2021-06-30 13:20:00",10.03,650.4733,56.134,0,56.72,,88,5,2.156
"2021-06-30 13:30:00",9.51,650.4017,56.134,0,57.99,,77,9,1.348
"2021-06-30 13:40:00",8.53,650.3842,57.15,1.016,63.87,,48,6,2.565
"2021-06-30 13:50:00",7.44,650.3916,58.674,1.524,71.02,,26,4,2.699
"2021-06-30 14:00:00",5.568,650.4508,60.452,1.778,77.83,,21,1,2.769
"2021-06-30 14:10:00",4.384,650.4202,62.23,1.778,83.6,,19,1,3.342
"2021-06-30 14:20:00",4.315,650.5797,64.008,1.778,83.8,,20,2,2.267
"2021-06-30 14:30:00",3.424,650.6097,65.532,1.524,90,,19,4,3.113
"2021-06-30 14:40:00",3.072,650.4203,66.548,1.016,87.7,,35,4,3.891
"2021-06-30 14:50:00",3.395,650.3748,67.564,1.016,82.5,,43,5,2.55
"2021-06-30 15:00:00",3.359,650.4496,68.326,0.762,80.1,,43,6,3.411
"2021-06-30 15:10:00",3.191,650.6477,69.596,1.27,84.9,,28,3,5.747
"2021-06-30 15:20:00",2.267,650.6083,71.12,1.524,90.9,,39,4,4.831
"2021-06-30 15:30:00",1.978,650.7499,72.898,1.778,94.3,,52,3,4.523
"2021-06-30 15:40:00",2.693,650.8287,73.914,1.016,90.2,,47,1,1.545
"2021-06-30 15:50:00",3.104,650.9212,75.184,1.27,89.7,,57,6,0.681
"2021-06-30 16:00:00",3.352,650.9059,75.946,0.762,89.5,,73,8,0.513
"2021-06-30 16:10:00",3.269,650.8408,76.454,0.508,90.7,,69,6,0.872
"2021-06-30 16:20:00",3.114,650.8347,77.216,0.762,91.6,,87,27,4.092
"2021-06-30 16:30:00",2.927,650.7419,78.74,1.524,92.7,,133,13,4.817
"2021-06-30 16:40:00",3.2,650.5224,79.502,0.762,83.9,,145,20,4.74
"2021-06-30 16:50:00",4.022,650.3157,80.518,1.016,78.39,,167,4,4.6
"2021-06-30 17:00:00",4.035,650.27,81.28,0.762,79.48,,155,4,4.933
"2021-06-30 17:10:00",3.995,650.3596,81.788,0.508,80.7,,144,2,3.913
"2021-06-30 17:20:00",3.835,650.4133,82.296,0.508,81.3,,142,1,3.15
"2021-06-30 17:30:00",4.245,650.5117,82.804,0.508,76.09,,126,9,2.276
"2021-06-30 17:40:00",4.828,650.5012,83.312,0.508,71.05,,97,7,2.299
"2021-06-30 17:50:00",4.973,650.3687,83.82,0.508,70.56,,83,1,2.049
"2021-06-30 18:00:00",5.582,650.2097,84.328,0.508,61.62,,78,2,0.905
"2021-06-30 18:10:00",5.983,650.2449,84.582,0.254,58.39,,69,3,0.114
"2021-06-30 18:20:00",6.109,650.2146,85.344,0.762,61.53,,61,2,2.874
"2021-06-30 18:30:00",4.677,650.1757,85.598,0.254,72.92,,55,3,4.337
"2021-06-30 18:40:00",4.375,650.235,86.106,0.508,73.98,,42,4,4.462
"2021-06-30 18:50:00",4.476,650.1989,86.36,0.254,73.39,,30,3,4.438
"2021-06-30 19:00:00",4.099,650.1797,86.868,0.508,75.98,,17,3,4.615
"2021-06-30 19:10:00",4.122,650.2061,86.868,0,74.57,,8,2,4.12
"2021-06-30 19:20:00",4.595,650.1774,87.122,0.254,70.99,,3,1,4.677
"2021-06-30 19:30:00",4.769,650.2341,87.376,0.254,70.58,,1,0,4.995
"2021-06-30 19:40:00",4.637,650.2733,87.63,0.254,73.01,,0,0,4.794
"2021-06-30 19:50:00",4.269,650.3398,87.884,0.254,74.9,,0,0,4.044
"2021-06-30 20:00:00",4.046,650.42,87.884,0,75.3,,0,0,2.987
"2021-06-30 20:10:00",3.921,650.4377,88.138,0.254,75.38,,0,0,2.64
"2021-06-30 20:20:00",4.55,650.4481,88.138,0,70.91,,0,0,1.556
"2021-06-30 20:30:00",4.554,650.5078,88.138,0,71.82,,0,0,1.069
"2021-06-30 20:40:00",4.573,650.5441,88.138,0,70.46,,0,0,0.375
"2021-06-30 20:50:00",5.084,650.5748,88.392,0.254,68.07,,0,0,1.111
"2021-06-30 21:00:00",4.95,650.5638,88.392,0,68.93,,0,0,1.309
"2021-06-30 21:10:00",4.876,650.5424,88.392,0,67.48,,0,0,0.182
"2021-06-30 21:20:00",5.486,650.5239,88.392,0,63.98,,0,0,0.427
"2021-06-30 21:30:00",5.239,650.4934,88.392,0,65.8,,0,0,0
"2021-06-30 21:40:00",4.878,650.475,88.646,0.254,68.35,,0,0,0.218
"2021-06-30 21:50:00",4.406,650.4254,88.646,0,73.56,,0,0,0.239
"2021-06-30 22:00:00",4.497,650.4031,88.646,0,74.85,,0,0,1.735
"2021-06-30 22:10:00",4.338,650.3948,88.646,0,75.22,,0,0,2.042
"2021-06-30 22:20:00",4.312,650.3788,88.646,0,75.31,,0,0,1.415
"2021-06-30 22:30:00",4.276,650.3513,88.9,0.254,75.38,,0,0,1.72
"2021-06-30 22:40:00",4.359,650.3287,88.9,0,73.88,,0,0,0.947
"2021-06-30 22:50:00",4.729,650.2898,88.9,0,67.48,,0,0,0.039
"2021-06-30 23:00:00",5.152,650.2859,88.9,0,65.23,,0,0,0.001
"2021-06-30 23:10:00",4.882,650.3037,88.9,0,67.01,,0,0,0
"2021-06-30 23:20:00",4.513,650.2894,88.9,0,71.15,,0,0,0.947
"2021-06-30 23:30:00",4.561,650.2148,88.9,0,72.32,,0,0,1.069
"2021-06-30 23:40:00",4.437,650.2597,88.9,0,73.35,,0,0,0.284
"2021-06-30 23:50:00",3.782,650.2465,88.9,0,76.8,,0,0,0.234
"2021-07-01 00:00:00",3.762,650.2578,88.9,0,76.19,,0,0,0.106
"2021-07-01 00:10:00",3.2,650.2432,88.9,0,78.9,,0,0,0.41
"2021-07-01 00:20:00",3.021,650.2246,88.9,0,79.2,,0,0,1.45
"2021-07-01 00:30:00",3.271,650.1058,88.9,0,77.11,,0,0,1.998
"2021-07-01 00:40:00",3.366,650.0422,88.9,0,76.23,,0,0,3.073
"2021-07-01 00:50:00",3.574,649.9657,88.9,0,76.25,,0,0,3.557
"2021-07-01 01:00:00",3.394,649.9365,88.9,0,76.86,,0,0,3.432
"2021-07-01 01:10:00",3.058,649.8773,88.9,0,78.02,,0,0,3.276
"2021-07-01 01:20:00",3.073,649.8315,88.9,0,77.98,,0,0,3.443
"2021-07-01 01:30:00",4.162,649.6986,88.9,0,72.44,,0,0,3.714
"2021-07-01 01:40:00",4.396,649.6135,89.154,0.254,71.22,,0,0,3.783
"2021-07-01 01:50:00",3.659,649.6004,89.154,0,74.41,,0,0,3.651
"2021-07-01 02:00:00",3.26,649.5469,89.154,0,76.6,,0,0,3.755
"2021-07-01 02:10:00",3.108,649.506,89.154,0,76.83,,0,0,3.798
"2021-07-01 02:20:00",3.248,649.524,89.154,0,76.81,,0,0,3.727
"2021-07-01 02:30:00",3.776,649.4634,89.154,0,73.39,,0,0,3.582
"2021-07-01 02:40:00",4.375,649.4762,89.408,0.254,70.6,,0,0,3.846
"2021-07-01 02:50:00",4.103,649.4404,89.408,0,72.82,,0,0,3.717
"2021-07-01 03:00:00",4.132,649.4207,89.408,0,72.47,,0,0,3.803
"2021-07-01 03:10:00",4.339,649.4405,89.408,0,70.82,,0,0,4.011
"2021-07-01 03:20:00",4.132,649.4824,89.408,0,72.39,,0,0,3.684
"2021-07-01 03:30:00",4.081,649.4733,89.408,0,71.8,,0,0,3.752
"2021-07-01 03:40:00",4.068,649.4452,89.408,0,71.39,,0,0,3.9
"2021-07-01 03:50:00",4.04,649.4652,89.408,0,71.39,,0,0,3.661
"2021-07-01 04:00:00",4.308,649.5059,89.408,0,70.79,,0,0,3.97
"2021-07-01 04:10:00",4.429,649.5313,89.408,0,70.42,,0,0,3.944
"2021-07-01 04:20:00",4.439,649.4956,89.662,0.254,70.62,,0,0,3.971
"2021-07-01 04:30:00",4.21,649.5327,89.662,0,71.2,,1,0,3.716
"2021-07-01 04:40:00",4.28,649.5703,89.662,0,70.64,,3,1,3.199
"2021-07-01 04:50:00",4.049,649.625,89.662,0,72.05,,9,2,3.056
"2021-07-01 05:00:00",4.182,649.6793,89.662,0,70.86,,17,5,3.297
"2021-07-01 05:10:00",4.183,649.7023,89.662,0,71.71,,27,3,3.153
"2021-07-01 05:20:00",4.066,649.7291,89.916,0.254,72.76,,40,12,2.821
